 pm25, pm10, o3, no2, so2, co,AQI
 ,206,15, ,10,8,206
 ,258,19, ,9,3,258
 ,211,19, ,9,7,211
 ,155,18, ,6,1,155
 ,135,23, ,9,5,135
 ,166,20, ,8,8,166
 ,180,14, ,10,10,180
 ,240,22,141,9,5,240
 ,192,15,42,10,23,192
 ,235,16,32,10,24,235
 ,324,17,29,14,4,324
 ,193,19,31,13,10,193
 ,198,21,22,8,5,198
 ,136,21,22,9,4,136
 ,143,23,25,10,6,143
 ,152,25,24,8,5,152
 ,152,12,22,9,6,152
 ,210,14,20,9,6,210
 ,130,13,18,5,8,130
 ,108,18,19,8,4,108
 ,133,18,16,7,3,133
 ,92,23,21,10,5,92
 ,82,22,23,9,7,82
 ,124,22,15,9,4,124
 ,104,25,18,9,9,104
 ,125,10,12,8,4,125
 ,110, , , , ,110
 ,104,23,18,8,5,104
 ,116,23,24,8,8,116
 ,106,15,20,15,24,106
 ,28,39,25,21,11,39
 ,64,6,10,4,5,64
 ,34,12,10,5,5,34
 ,26,52,16,16,6,52
 ,50,40,15,10,7,50
 ,35,13,13,7,13,35
 ,35,11,23,15,12,35
 ,38,13,22,16,10,38
 ,39,12,23,16,11,39
 ,44,11,23,15,11,44
 ,46,13,22,17,10,46
 ,48,12,23,17,14,48
 ,50,12,21,16,12,50
 ,49,12,22,16,9,49
 ,44,9,20,14,6,44
 ,25,10,16,12,10,25
 ,15,50,22,22,9,50
 ,31,48,24,21,8,48
 ,43,25,16,13,7,43
 ,31,25,19,14,8,31
 ,28,10,20,15,9,28
 ,25,10,20,14,9,25
 ,19,24,24,16,17,24
 ,35,43,24,26,12,43
 ,39,43,20,15,7,43
 ,54,43,19,15,12,54
 ,76,42,20,16,16,76
 ,67, , , , ,67
 ,50,20,19,15,10,50
 ,58,324,153,272,145,324
 ,501,3,20,11,10,501
 ,51,40,36,40,35,51
 ,112,5,20,14,15,112
 ,66,25,35,37,35,66
 ,106,4,20,13,15,106
 ,63,2,21,14,20,63
 ,53,3,20,15,16,53
 ,58,125,56,86,79,125
 ,178,25,30,36,39,178
 ,135,38,38,42,39,135
 ,158,31,23,17,14,158
 ,116,3,17,10,12,116
 ,204,42,151,25,38,204
 ,252,4,9,5,10,252
 ,126,2,9,5,12,126
 ,97,43,21,23,29,97
 ,180,42,21,22,26,180
 ,176,2,9,4,11,176
 ,165,32,14,10,14,165
 ,170,31,32,11,14,170
 ,168,69,24,10,8,168
 ,165,60,28,23,31,165
 ,170,59,49,14,29,170
 ,167,22,48,5,10,167
 ,157,22,1,7,8,157
 ,148,26,1,7,12,148
 ,179,20, ,5,8,179
 ,171,21, ,5,14,171
 ,174,20, ,5,20,174
 ,197,21, ,7,18,197
 ,201,23, ,6,11,201
 ,193, , , , ,193
 ,210,21, ,8,49,210
 ,205,2, ,7,38,205
 ,197,19, ,5,8,197
 ,241,44,130,11,7,241
 ,248, , , , ,248
 ,286,90,27,27,39,286
 ,207,31,36,28,19,207
 ,199, , , , ,199
 , ,3, ,78,7,78
 , ,9,32,7,10,32
 , ,11,32,5,5,32
 , ,6,29,9,15,29
 , ,9,31,41,8,41
 , ,2,9,6,11,11
 , ,5,16,5, ,16
 , ,13,11,5,7,13
 , ,8,16,7,4,16
 , ,16,23,4,5,23
 , ,9,7,5, ,9
 , ,5,15,6,4,15
 , ,12,14,10,4,14
 , ,9,10,5,8,10
 , ,21,15,5,7,21
 , ,8,11,9,6,11
 , ,19,24,20,10,24
 , ,22,24,5,12,24
 , ,86,18,10,6,86
 , ,16,17,18,7,18
 , ,37,22,7,9,37
 , ,58,23,18,10,58
 , ,5, ,4,1,5
 , ,41,16,6,3,41
 , ,31,18,7,15,31
 , ,38,37,15,20,38
 , ,24,20,9,5,24
 , ,13,21,8,5,21
 , ,21,13,10,11,21
 , ,21,16,11,3,21
 , ,11,10,5,9,11
 , ,4,22,16,13,22
 , ,9, ,6,44,44
 , ,7,28,7,10,28
 , , ,32,33, ,33
 , , ,13, ,8,13
 , , ,13,8,11,13
 , , ,14,8,8,14
 , , ,13,9,6,13
 , , ,13,7,8,13
 , , ,13,6,6,13
 , , ,13,5,6,13
 , , ,14,6,7,14
 , , ,13,7,9,13
 , , ,13,7,8,13
 , , ,13, ,5,13
 , , ,13, ,7,13
 , , ,13, ,8,13
 , , ,13, ,4,13
 , , ,13, ,6,13
 , , ,13, ,7,13
 , , ,20,13,6,20
 , , ,29,5,5,29
 , , ,26,5,6,26
 , , ,27,6,3,27
 , , ,36,7,15,36
 , , ,25,5,10,25
 , , ,23,7,10,23
 , , ,24,6,9,24
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,10, ,10
 , , , ,7, ,7
 , , , ,6, ,6
 , , , ,6, ,6
 , , , ,8, ,8
 , , , ,6, ,6
 , , , ,6, ,6
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,7, ,7
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,8, ,8
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,11,7,11
 , , , ,7, ,7
 , , , ,7, ,7
 , , , ,6, ,6
 , , , ,5,4,5
 , , , ,8,3,8
 , , , ,3,4,4
 , , , ,3,4,4
 , , , ,11,3,11
 , , , ,10,10,10
 , , , ,4,5,5
 , , , ,6,12,12
 , , , ,3,6,6
 , , , ,4,8,8
 , , , ,2,9,9
 , , , ,4,11,11
 , , , ,5,10,10
 , , , ,6,7,7
 , , , ,6,8,8
 , , , ,6,9,9
 , , , ,7,8,8
 , , , ,5,9,9
 , , , ,5,8,8
 , , , ,5,4,5
 , , , ,5,8,8
 , , , ,7,6,7
 , , , ,8,7,8
 , , , ,5,9,9
 , , , ,5,5,5
 , , , ,3,6,6
 , , , ,4,8,8
 , , , ,5,7,7
 , , , ,5,7,7
 , , , ,5,11,11
 , , , ,7,9,9
 , , , ,11,11,11
 , , , ,4,7,7
 , , , ,5,6,6
 , , , ,6,6,6
 , , , ,6,5,6
 , , , ,6,7,7
 , , , ,5,8,8
 , , , ,5,8,8
 , , , ,4,9,9
 , , , ,5,9,9
 , , , ,5,6,6
 , , , ,3,6,6
 , , , ,5,8,8
 , , , ,5,9,9
 , , , ,6,8,8
 , , , ,6,6,6
 , , , ,6,4,6
 , , , ,7,9,9
 , , , ,6,7,7
 , , , ,7,11,11
 , , , ,8,7,8
 , , , ,5,7,7
 , , , ,5,7,7
 , , , ,6,7,7
 , , , ,6,7,7
 , , , ,6,8,8
 , , , ,7,6,7
 , , , ,4,7,7
 , , , ,5,7,7
 , , , ,18,7,18
